Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Germany,Male,NO,NO,25183.01,NO
Germany,Male,NO,YES,129980.93,NO
Germany,Female,YES,NO,118716.63,NO
Germany,Female,NO,YES,20134.07,NO
France,Male,NO,YES,190208.23,NO
France,Male,YES,YES,68021.9,NO
Germany,Male,NO,NO,110881.56,NO
Germany,Female,YES,YES,132480.75,NO
France,Female,YES,YES,7032.95,NO
France,Male,YES,NO,27862.58,NO
Germany,Male,YES,YES,87008.17,NO
France,Male,YES,YES,27411.19,NO
France,Female,YES,YES,46395.21,NO
France,Male,YES,YES,194245.29,NO
Spain,Female,NO,YES,151317.27,YES
Spain,Female,YES,NO,118142.79,NO
France,Female,YES,YES,138700.75,YES
France,Male,NO,YES,6035.51,NO
France,Female,YES,YES,41263.69,NO
France,Female,NO,YES,63185.05,NO
France,Female,YES,NO,92536.0,YES
Germany,Female,YES,YES,158736.07,NO
Germany,Male,NO,NO,18633.4,YES
Germany,Male,YES,NO,71830.1,YES
Spain,Female,YES,NO,19525.65,NO
Germany,Female,YES,YES,110953.33,NO
Germany,Female,YES,YES,4466.21,NO
France,Male,YES,YES,105818.51,NO
France,Female,NO,NO,149558.83,YES
Spain,Male,YES,NO,4070.28,NO
France,Female,YES,NO,132741.13,YES
Spain,Female,YES,NO,61251.25,NO
France,Male,YES,NO,91347.76,NO
Spain,Male,YES,NO,171045.31,YES
Germany,Male,NO,NO,155850.4,YES
France,Female,YES,NO,27380.99,NO
France,Male,YES,NO,154208.96,NO
Spain,Male,YES,YES,93624.55,NO
Germany,Female,YES,NO,64746.07,NO
Spain,Male,YES,NO,82815.93,NO
France,Male,YES,YES,27308.58,NO
France,Female,YES,YES,104876.8,NO
France,Female,YES,NO,151316.37,NO
France,Female,YES,NO,91817.38,YES
Germany,Female,NO,YES,125311.17,YES
Spain,Female,YES,YES,14868.94,YES
France,Male,YES,NO,196112.45,NO
Spain,Male,NO,NO,24093.4,YES
France,Male,YES,YES,66263.87,NO
France,Male,NO,YES,100304.13,NO
France,Male,YES,NO,167909.52,NO
France,Male,YES,YES,16246.59,NO
France,Male,YES,NO,103603.65,NO
Spain,Male,YES,NO,7680.23,NO
Spain,Male,NO,NO,95215.73,NO
Germany,Male,NO,YES,148172.94,NO
Spain,Male,YES,NO,124382.9,NO
Spain,Male,YES,NO,159311.46,NO
France,Female,NO,NO,6787.48,NO
France,Male,NO,YES,197297.77,YES
Germany,Female,YES,NO,21556.95,NO
Spain,Female,YES,NO,56518.0,NO
France,Female,YES,NO,158840.99,NO
Spain,Female,YES,YES,126396.01,NO
France,Female,NO,YES,148087.88,YES
France,Male,YES,NO,33701.5,NO
Spain,Male,NO,YES,84622.37,NO
France,Female,YES,NO,185580.89,YES
France,Male,YES,YES,62768.8,NO
France,Male,YES,YES,38829.11,NO
France,Female,YES,NO,110748.88,NO
Spain,Female,YES,YES,54083.8,YES
Spain,Female,NO,YES,88658.73,NO
Spain,Male,YES,NO,177938.52,NO
Germany,Female,YES,NO,174235.06,NO
Spain,Female,YES,YES,82696.84,NO
France,Male,YES,YES,142415.97,NO
France,Male,YES,NO,62811.03,NO
Spain,Male,NO,YES,25339.29,NO
Germany,Male,NO,YES,176487.05,NO
Germany,Female,YES,YES,49833.5,YES
France,Male,YES,YES,55829.25,NO
France,Male,YES,YES,155823.2,NO
France,Female,YES,YES,60622.61,NO
France,Male,YES,YES,174196.68,NO
France,Female,YES,YES,56905.38,NO
Germany,Female,YES,YES,101178.85,NO
Germany,Female,YES,YES,73857.94,YES
Spain,Male,YES,NO,102325.19,NO
Spain,Female,NO,NO,55356.39,YES
France,Female,YES,YES,131284.93,NO
France,Male,NO,NO,88080.43,NO
Germany,Female,NO,YES,93266.01,NO
France,Male,NO,NO,75562.47,NO
France,Female,YES,YES,153747.73,NO
Spain,Female,YES,NO,163830.64,NO
Spain,Male,YES,NO,103456.47,NO
France,Male,YES,NO,95655.16,NO
Spain,Male,YES,YES,138350.74,NO
France,Male,NO,NO,31190.42,NO
France,Female,NO,YES,167553.06,NO
Germany,Female,NO,NO,59604.45,YES
Spain,Female,YES,NO,162223.67,YES
Germany,Male,YES,NO,196549.85,YES
Germany,Female,YES,YES,120373.84,YES
France,Female,YES,NO,92149.64,NO
Germany,Male,NO,YES,178361.48,YES
France,Female,NO,NO,170998.83,NO
Spain,Male,YES,NO,77216.48,NO
Spain,Male,NO,NO,121164.6,YES
France,Male,YES,YES,141841.31,NO
France,Male,YES,YES,104000.06,NO
Spain,Male,YES,YES,191419.32,NO
France,Male,YES,NO,28188.96,NO
France,Male,YES,YES,60407.93,NO
Germany,Female,YES,YES,130489.37,NO
Spain,Male,YES,NO,193040.32,NO
Germany,Female,YES,NO,109742.8,NO
France,Male,YES,YES,74760.32,NO
Germany,Female,NO,YES,61936.1,NO
Germany,Female,YES,YES,78650.95,NO
France,Male,NO,NO,168023.6,NO
France,Male,NO,YES,5571.59,NO
Germany,Female,YES,NO,118591.67,NO
France,Male,YES,NO,7824.31,NO
Germany,Female,NO,NO,38153.19,NO
Germany,Female,YES,YES,180829.99,NO
Spain,Female,YES,YES,143960.72,NO
France,Male,YES,YES,8788.35,NO
Germany,Male,YES,NO,103557.85,NO
Germany,Male,YES,NO,147168.28,YES
Germany,Male,YES,NO,58844.84,YES
France,Female,NO,NO,18094.96,YES
Spain,Male,NO,NO,162515.17,NO
Spain,Male,YES,YES,157921.25,NO
Spain,Female,NO,NO,68701.73,NO
France,Female,YES,NO,186778.89,NO
France,Male,YES,NO,66561.6,NO
Germany,Male,NO,YES,64831.36,NO
Germany,Female,YES,YES,6589.16,YES
Spain,Male,YES,NO,165370.66,NO
Spain,Female,YES,NO,184758.17,YES
Germany,Female,YES,NO,13911.27,YES
France,Female,YES,YES,34857.46,NO
France,Female,YES,NO,156192.43,NO
France,Female,NO,NO,53874.67,NO
Spain,Female,NO,NO,100183.05,NO
France,Male,YES,YES,4493.12,NO
Spain,Male,YES,NO,130610.78,NO
France,Female,YES,NO,63340.65,NO
France,Female,YES,YES,180066.59,NO
France,Female,YES,NO,95273.73,YES
France,Male,YES,YES,53511.74,NO
Germany,Male,YES,YES,109685.61,NO
Spain,Male,NO,NO,75664.56,YES
France,Female,YES,YES,71972.95,NO
Spain,Female,YES,YES,23702.42,NO
France,Male,NO,NO,112572.02,NO
Spain,Male,NO,NO,62424.46,NO
Germany,Female,YES,YES,131238.37,YES
France,Male,YES,YES,184350.78,NO
Germany,Male,NO,YES,13999.64,YES
Spain,Male,YES,NO,168152.76,NO
Germany,Female,YES,NO,35640.12,YES
Spain,Female,YES,YES,120088.17,NO
Spain,Female,YES,YES,74346.11,NO
Germany,Male,YES,NO,2955.46,NO
Spain,Male,NO,YES,146504.35,NO
France,Male,YES,YES,149602.54,NO
France,Male,YES,NO,53020.9,NO
Germany,Male,YES,NO,41788.25,YES
Germany,Male,NO,YES,74849.46,NO
Germany,Female,YES,YES,134417.31,NO
Germany,Female,YES,YES,75837.58,NO
Spain,Female,YES,YES,54869.54,NO
France,Female,YES,NO,35356.46,NO
Germany,Female,YES,YES,122141.13,NO
Germany,Female,NO,YES,119439.66,NO
France,Female,YES,NO,81999.53,NO
Spain,Male,YES,YES,120594.85,NO
France,Male,YES,NO,120770.75,YES
France,Male,NO,NO,134790.74,NO
France,Male,YES,NO,100137.7,NO
France,Female,NO,NO,158325.87,YES
Spain,Male,YES,NO,70007.67,NO
Spain,Male,YES,NO,88659.07,NO
Spain,Male,NO,NO,190889.13,NO
France,Male,YES,YES,56646.28,NO
Germany,Male,YES,NO,32999.1,NO
France,Male,NO,YES,178235.37,YES
France,Female,NO,YES,25448.31,NO
France,Male,YES,NO,84871.99,NO
France,Male,NO,NO,157822.54,NO
France,Female,NO,NO,84383.22,YES
Germany,Female,YES,NO,119216.46,NO
France,Female,YES,NO,82547.01,NO
France,Female,YES,YES,86764.46,NO
France,Male,YES,NO,197372.13,NO
France,Male,NO,YES,82872.64,YES
Spain,Female,YES,YES,129563.86,NO
France,Female,YES,YES,135388.89,NO
France,Female,NO,YES,4497.55,NO
Germany,Male,YES,YES,67885.37,NO
France,Male,YES,NO,111471.55,NO
France,Female,YES,YES,134407.93,NO
Germany,Female,YES,NO,108258.22,YES
France,Male,YES,NO,197528.62,NO
France,Female,YES,YES,139761.25,NO
Spain,Female,YES,NO,136119.96,YES
Germany,Male,YES,YES,197812.16,NO
Spain,Female,YES,YES,51972.92,YES
Spain,Male,YES,NO,99341.87,NO
Germany,Female,NO,YES,171345.02,YES
Germany,Male,YES,NO,119056.68,YES
Germany,Male,YES,YES,172601.62,NO
Germany,Male,NO,YES,104936.88,NO
France,Male,YES,YES,159044.1,NO
France,Male,YES,NO,83263.06,NO
France,Male,YES,YES,130910.78,NO
France,Male,YES,NO,126336.72,NO
France,Male,YES,NO,27980.8,YES
France,Female,YES,YES,47880.71,NO
France,Male,YES,NO,73882.49,NO
France,Male,YES,NO,162960.05,YES
Germany,Male,YES,YES,68807.47,NO
France,Female,YES,NO,144039.05,NO
Germany,Female,YES,YES,151192.18,NO
Spain,Male,NO,NO,120225.62,NO
France,Male,NO,NO,56118.81,YES
Spain,Female,NO,YES,130853.03,NO
France,Female,YES,YES,185156.94,NO
Germany,Male,NO,YES,35671.45,NO
France,Female,YES,YES,59568.24,NO
Spain,Male,NO,NO,139911.58,NO
France,Male,YES,NO,56770.76,NO
France,Female,YES,YES,157564.75,NO
Germany,Female,NO,YES,131473.31,NO
France,Male,NO,NO,90424.09,NO
Spain,Female,NO,YES,156660.21,NO
Germany,Female,NO,NO,88372.69,YES
France,Male,YES,YES,46200.71,NO
Germany,Female,YES,NO,160548.12,NO
France,Female,YES,NO,1262.83,YES
France,Female,YES,YES,188639.28,NO
Spain,Male,YES,NO,14665.28,NO
France,Male,YES,NO,156868.21,NO
France,Male,YES,NO,30461.55,NO
France,Male,YES,YES,123885.88,NO
Spain,Female,YES,YES,60688.38,NO
France,Male,YES,NO,21785.91,NO
France,Male,NO,NO,188135.69,NO
France,Male,YES,NO,154364.66,NO
France,Female,YES,NO,61312.15,NO
France,Male,YES,YES,47454.93,NO
Germany,Female,NO,YES,121102.9,NO
Germany,Female,YES,NO,137419.87,YES
France,Female,YES,YES,157664.02,NO
France,Female,YES,NO,148689.65,NO
Spain,Male,YES,YES,39789.62,NO
Spain,Female,YES,YES,165162.4,NO
Spain,Male,NO,NO,137674.55,YES
Spain,Male,YES,NO,101371.72,NO
Spain,Male,YES,YES,65066.48,YES
France,Male,YES,NO,107876.91,NO
Spain,Female,YES,NO,111180.3,YES
Spain,Female,YES,NO,115650.63,NO
France,Male,YES,YES,165035.17,NO
France,Male,YES,NO,193746.55,NO
France,Male,YES,NO,58458.26,NO
France,Male,NO,YES,52332.85,NO
Germany,Male,YES,YES,75959.1,YES
France,Male,YES,NO,123.07,YES
Spain,Male,YES,NO,167066.95,YES
France,Male,NO,NO,117572.59,YES
Spain,Female,YES,YES,7166.71,NO
Spain,Male,YES,YES,137173.39,NO
France,Male,YES,NO,116442.42,YES
France,Male,YES,YES,32421.32,YES
Germany,Male,NO,YES,104665.79,NO
Spain,Female,YES,NO,44215.86,NO
France,Female,YES,NO,20164.47,NO
Germany,Male,YES,YES,26691.31,NO
Spain,Male,NO,YES,107955.67,NO
Germany,Male,YES,YES,150048.37,NO
France,Female,YES,NO,192255.15,NO
France,Male,NO,NO,173245.68,NO
France,Male,NO,YES,121457.88,YES
Germany,Male,YES,YES,104804.74,NO
Germany,Female,NO,NO,69767.14,NO
France,Male,YES,NO,178373.43,NO
Spain,Female,NO,NO,99924.04,NO
France,Female,YES,YES,49594.19,YES
Spain,Male,YES,YES,186071.14,NO
Spain,Female,YES,NO,77511.45,NO
Spain,Male,YES,YES,54816.57,NO
France,Female,NO,YES,61290.99,NO
Germany,Female,YES,YES,191821.35,YES
Spain,Female,NO,YES,156768.45,NO
Germany,Male,YES,NO,73731.32,NO
France,Male,YES,NO,122190.22,NO
France,Male,YES,YES,123509.01,NO
France,Female,YES,NO,8199.5,NO
Germany,Male,YES,YES,14113.11,NO
France,Male,NO,NO,51705.01,NO
France,Female,YES,NO,161937.62,YES
France,Female,YES,NO,120892.96,YES
Spain,Male,YES,YES,65035.02,NO
France,Male,NO,YES,164257.37,NO
France,Female,YES,NO,51987.99,NO
Spain,Female,YES,NO,10899.63,YES
France,Female,YES,NO,177355.8,YES
Spain,Male,NO,YES,63889.1,NO
Germany,Female,YES,YES,176433.6,NO
Spain,Female,YES,NO,81313.51,NO
Spain,Female,NO,YES,13998.88,NO
France,Male,YES,NO,5771.56,NO
France,Male,YES,YES,42693.65,NO
Spain,Male,NO,NO,90839.61,NO
Spain,Male,YES,YES,54144.01,NO
France,Female,YES,YES,184312.88,NO
France,Male,YES,NO,20306.79,NO
Spain,Male,YES,YES,128256.18,NO
France,Female,YES,NO,182720.07,NO
France,Male,NO,YES,4082.52,NO
France,Female,NO,NO,102233.73,NO
France,Female,YES,NO,132002.83,NO
France,Female,YES,NO,126838.7,NO
France,Male,NO,NO,181461.46,NO
France,Male,YES,NO,195325.74,NO
France,Male,NO,YES,29132.43,NO
France,Female,YES,YES,131804.86,NO
Germany,Male,YES,YES,173784.04,NO
Germany,Female,YES,NO,26249.86,NO
Spain,Female,YES,YES,182650.15,NO
France,Male,YES,NO,196582.55,NO
Germany,Female,NO,NO,141977.54,YES
Germany,Male,YES,YES,55313.51,NO
Spain,Male,YES,YES,62944.75,NO
France,Male,YES,NO,72375.03,NO
Germany,Female,NO,NO,188324.01,YES
Germany,Male,NO,YES,133403.07,NO
France,Female,YES,NO,157378.5,NO
Germany,Female,YES,NO,101240.08,YES
France,Male,YES,YES,102502.5,NO
Germany,Female,YES,YES,37577.66,NO
France,Male,YES,YES,83456.67,NO
Germany,Female,YES,NO,199420.41,NO
France,Male,YES,YES,24748.89,NO
France,Male,YES,YES,121765.0,NO
Spain,Female,YES,YES,113666.48,NO
France,Male,YES,NO,134110.93,NO
Germany,Male,YES,NO,183095.87,NO
Spain,Male,YES,YES,159891.03,NO
France,Male,YES,YES,8316.19,NO
Spain,Female,NO,NO,63736.36,NO
France,Female,YES,YES,94715.24,NO
Germany,Male,YES,NO,68695.38,NO
Germany,Male,NO,NO,36899.62,NO
France,Male,YES,NO,182775.08,NO
Spain,Female,NO,NO,62390.59,YES
France,Female,YES,YES,76042.48,NO
France,Male,NO,YES,70956.75,NO
Germany,Male,YES,YES,67311.12,NO
France,Male,YES,YES,110454.46,NO
Spain,Female,NO,NO,88479.02,YES
France,Male,YES,YES,122639.73,NO
Spain,Male,YES,NO,79723.78,NO
Germany,Male,YES,YES,97677.52,YES
Germany,Male,YES,YES,100720.02,YES
France,Male,YES,YES,104730.52,NO
France,Male,YES,YES,22499.29,NO
Spain,Male,YES,NO,28257.89,NO
France,Male,NO,YES,109988.09,NO
France,Male,NO,YES,149991.32,NO
Germany,Male,YES,YES,45180.8,NO
Spain,Male,YES,NO,181605.85,NO
France,Female,YES,YES,126469.09,NO
France,Male,YES,NO,160810.85,YES
France,Male,NO,NO,88146.86,NO
Spain,Female,NO,NO,88333.74,NO
France,Male,YES,NO,90174.83,NO
Spain,Male,YES,NO,81298.09,NO
France,Female,NO,YES,60013.17,NO
France,Male,YES,NO,100940.91,NO
France,Male,YES,NO,12599.94,YES
Spain,Male,YES,YES,128590.73,NO
Spain,Male,NO,YES,23180.37,NO
France,Male,YES,YES,55796.83,YES
Spain,Male,NO,YES,152097.02,NO
Germany,Male,NO,YES,162443.05,NO
Spain,Male,YES,YES,55551.26,NO
Germany,Female,YES,YES,109496.69,NO
France,Male,YES,YES,72105.63,NO
France,Male,YES,YES,41815.22,YES
Germany,Male,YES,NO,74005.04,YES
France,Female,NO,NO,70224.34,NO
Spain,Male,NO,NO,145528.22,NO
France,Female,NO,YES,124486.28,NO
Germany,Male,YES,NO,10078.02,NO
Germany,Female,NO,NO,164967.21,NO
Spain,Female,YES,YES,91149.48,NO
Germany,Female,NO,NO,103379.31,YES
Germany,Female,YES,YES,128049.34,YES
Spain,Female,YES,NO,54342.83,NO
France,Male,YES,YES,13614.01,YES
Spain,Female,NO,YES,35521.63,NO
Spain,Female,YES,NO,40496.72,NO
France,Female,NO,NO,91903.9,YES
France,Male,YES,NO,178667.7,NO
Germany,Female,YES,NO,32202.61,NO
Spain,Female,YES,NO,117034.32,NO
France,Female,YES,YES,163746.09,YES
Spain,Male,YES,YES,20346.69,NO
Spain,Male,YES,NO,84710.65,NO
France,Female,NO,YES,120531.31,NO
Spain,Female,YES,YES,152273.57,NO
France,Female,YES,YES,144345.58,NO
Germany,Male,YES,YES,96961.0,YES
France,Male,YES,NO,170307.43,NO
France,Male,YES,NO,29880.99,NO
France,Female,YES,YES,195104.91,NO
France,Male,YES,NO,187756.24,YES
France,Male,NO,YES,67599.69,NO
Spain,Male,YES,YES,105983.09,NO
France,Female,NO,NO,25980.42,YES
Germany,Male,YES,YES,112222.64,NO
France,Male,YES,YES,59864.96,NO
Germany,Male,YES,NO,42581.09,NO
Germany,Male,NO,YES,4777.23,NO
Spain,Male,NO,YES,178038.17,NO
France,Male,NO,YES,128521.16,YES
France,Female,NO,NO,109029.72,NO
France,Male,YES,NO,2267.88,NO
France,Female,YES,YES,55054.48,NO
France,Female,NO,YES,76456.17,NO
France,Female,YES,NO,75478.95,YES
France,Male,NO,YES,179144.54,NO
Germany,Male,YES,NO,193471.74,YES
Spain,Female,YES,NO,103570.8,NO
Germany,Female,NO,NO,102628.56,YES
France,Male,YES,NO,55772.04,NO
Germany,Male,YES,YES,192070.16,YES
France,Female,YES,YES,144808.37,NO
France,Female,YES,NO,5008.23,YES
France,Male,NO,NO,173680.39,NO
Spain,Male,NO,YES,115753.94,NO
Spain,Female,YES,YES,38928.48,YES
France,Male,NO,YES,174381.23,NO
Spain,Male,YES,YES,49829.8,NO
Germany,Male,YES,YES,76169.68,NO
France,Female,NO,NO,133465.57,NO
France,Male,YES,YES,38761.61,NO
France,Female,YES,YES,176779.46,NO
France,Female,YES,YES,13159.9,NO
Germany,Female,YES,NO,48217.97,YES
France,Female,YES,NO,134964.85,YES
France,Male,YES,YES,184221.11,NO
Spain,Female,NO,NO,19264.33,NO
Spain,Female,YES,YES,92797.23,NO
Germany,Male,YES,NO,33114.24,NO
Spain,Female,YES,NO,154347.95,YES
France,Male,YES,YES,184842.21,NO
Spain,Female,YES,YES,155743.48,NO
France,Male,NO,YES,88815.25,NO
France,Male,YES,YES,193747.57,NO
Germany,Female,NO,YES,116548.02,YES
Germany,Male,YES,NO,166324.79,YES
Germany,Male,YES,YES,40199.01,NO
France,Female,NO,NO,51919.04,NO
Spain,Female,YES,YES,73329.08,NO
Germany,Female,YES,NO,145387.05,YES
Germany,Female,NO,NO,140763.18,NO
Spain,Male,NO,NO,67979.35,NO
Germany,Female,YES,NO,133051.64,YES
Spain,Female,YES,NO,86791.9,NO
France,Female,NO,YES,47579.25,NO
France,Male,YES,YES,151623.71,NO
Germany,Male,YES,YES,164039.51,NO
Germany,Female,YES,NO,16528.4,YES
Germany,Male,NO,YES,66753.1,YES
Germany,Male,NO,YES,19244.58,NO
Spain,Male,YES,NO,103832.58,NO
France,Female,NO,YES,502.7,NO
France,Female,NO,YES,1408.68,NO
Spain,Female,NO,YES,5985.36,NO
France,Male,YES,NO,37460.05,NO
Germany,Female,NO,YES,30396.43,NO
France,Male,YES,NO,2498.67,NO
France,Male,YES,YES,55346.14,NO
France,Female,YES,NO,148330.97,YES
France,Female,YES,YES,59237.72,NO
France,Male,YES,YES,48644.94,NO
Spain,Female,YES,YES,140759.03,NO
France,Female,YES,YES,107712.42,NO
Spain,Male,YES,YES,181718.73,NO
Germany,Male,NO,NO,37054.65,NO
France,Male,YES,YES,173940.59,NO
Germany,Female,YES,NO,99298.8,NO
France,Male,YES,NO,62933.03,NO
France,Male,YES,YES,55287.84,NO
France,Female,NO,YES,48197.06,NO
Germany,Male,YES,NO,178642.73,NO
France,Female,YES,YES,8282.22,NO
Germany,Male,YES,NO,33300.56,NO
France,Male,YES,NO,76515.79,NO
Germany,Male,YES,YES,33680.56,NO
Germany,Female,YES,NO,168886.39,YES
France,Male,NO,NO,191746.23,YES
Spain,Male,YES,YES,93091.02,NO
Germany,Female,NO,NO,23904.52,NO
Germany,Male,NO,YES,15807.07,NO
France,Male,YES,YES,83773.02,NO
France,Female,YES,YES,90162.35,NO
Germany,Male,YES,YES,36639.25,NO
Germany,Female,YES,NO,139469.11,YES
Spain,Male,YES,YES,198402.37,YES
Germany,Female,NO,NO,194584.48,NO
France,Male,NO,NO,159629.64,NO
Germany,Male,NO,NO,34231.48,NO
Germany,Female,YES,NO,69643.31,YES
Germany,Female,NO,NO,90270.16,NO
France,Male,YES,NO,47848.56,NO
Germany,Male,YES,YES,162865.52,NO
France,Male,NO,YES,168650.4,NO
Germany,Male,NO,NO,54372.37,NO
Spain,Male,NO,YES,133897.32,NO
France,Male,YES,NO,147878.05,NO
France,Female,NO,YES,118313.38,NO
Germany,Male,YES,NO,181224.24,YES
France,Male,YES,NO,7921.57,NO
France,Female,NO,YES,5708.19,NO
Germany,Female,YES,NO,56756.52,YES
Germany,Female,YES,NO,4121.04,YES
France,Male,NO,YES,97213.09,NO
France,Female,YES,YES,12799.23,NO
France,Female,NO,YES,50400.32,NO
France,Female,YES,YES,41447.86,NO
France,Male,NO,YES,185543.35,NO
Spain,Male,NO,YES,189988.65,YES
Spain,Male,NO,YES,170819.01,NO
France,Male,NO,NO,85547.33,YES
France,Female,YES,NO,137037.97,NO
France,Male,YES,NO,19283.14,NO
Spain,Male,YES,NO,169425.3,YES
Germany,Female,YES,YES,132038.65,NO
France,Female,YES,YES,3626.47,NO
Germany,Female,YES,YES,50881.51,NO
Germany,Female,YES,YES,149170.25,YES
France,Male,NO,NO,182505.68,NO
Germany,Female,YES,NO,194072.56,YES
France,Female,YES,YES,9209.21,NO
France,Male,YES,YES,167931.81,NO
France,Female,YES,YES,123096.56,NO
Spain,Female,YES,YES,3965.69,NO
France,Female,YES,YES,87711.61,NO
Germany,Male,YES,YES,49667.28,NO
France,Female,YES,NO,136675.22,NO
Germany,Male,YES,NO,35865.44,YES
Germany,Male,NO,YES,26136.13,NO
France,Female,YES,NO,33373.26,YES
Spain,Male,NO,YES,10096.25,NO
Germany,Female,YES,YES,188782.3,NO
Germany,Female,NO,NO,79775.19,NO
France,Male,NO,NO,152740.16,NO
France,Male,NO,YES,5791.85,NO
Germany,Female,YES,YES,13182.43,NO
France,Male,NO,YES,187551.24,NO
Spain,Male,YES,YES,110560.14,NO
Germany,Male,YES,YES,63795.62,NO
France,Male,YES,YES,62086.62,NO
Spain,Male,YES,YES,12483.56,NO
Spain,Male,NO,YES,10963.04,NO
France,Female,YES,YES,8247.0,NO
Spain,Female,YES,YES,156260.08,NO
Germany,Female,YES,YES,26927.69,NO
Spain,Female,YES,NO,84782.42,YES
France,Female,YES,NO,19842.11,NO
France,Female,YES,YES,95393.43,NO
Germany,Female,YES,YES,133995.59,NO
France,Male,NO,YES,108003.38,NO
Germany,Male,YES,YES,99154.86,NO
France,Female,YES,NO,49503.5,NO
France,Male,YES,NO,196533.72,YES
Spain,Female,YES,NO,188426.13,YES
France,Female,YES,NO,171340.68,YES
France,Male,YES,NO,79071.89,NO
France,Female,NO,NO,20940.76,NO
Spain,Male,YES,YES,34774.26,NO
Germany,Female,NO,NO,6865.41,YES
France,Female,YES,YES,51143.43,NO
France,Male,NO,NO,47031.4,YES
France,Female,YES,NO,47160.01,NO
France,Female,NO,YES,158666.99,NO
Germany,Female,NO,NO,65464.66,NO
France,Female,YES,NO,78255.86,NO
Germany,Male,YES,YES,103548.25,NO
France,Male,YES,YES,89609.26,NO
Germany,Male,NO,YES,193476.04,NO
Spain,Female,YES,YES,5199.02,NO
France,Male,YES,NO,52827.51,NO
Germany,Male,YES,YES,86507.88,YES
Spain,Male,YES,YES,100423.88,NO
Spain,Male,YES,NO,175611.5,NO
Spain,Male,YES,YES,19282.85,NO
France,Female,NO,YES,27448.33,NO
France,Female,YES,NO,183963.34,NO
Spain,Female,YES,NO,45113.92,YES
Germany,Female,YES,NO,110776.01,NO
France,Female,NO,YES,183042.2,NO
Spain,Male,NO,YES,161571.79,NO
Spain,Male,YES,YES,166692.03,NO
Spain,Male,YES,YES,71173.64,NO
Spain,Male,NO,YES,5353.12,NO
Germany,Female,YES,YES,86019.48,NO
France,Male,NO,YES,86383.82,NO
France,Male,NO,NO,31641.52,YES
Spain,Male,YES,YES,70548.96,NO
Germany,Male,YES,YES,24411.02,NO
France,Male,NO,YES,122254.86,NO
Germany,Male,YES,NO,186035.72,NO
France,Male,NO,YES,73133.82,NO
Spain,Male,YES,NO,187734.49,YES
France,Male,YES,NO,111590.35,NO
Germany,Male,NO,NO,15859.95,NO
France,Male,YES,NO,61324.87,NO
Spain,Male,YES,YES,176868.89,NO
France,Male,NO,YES,98896.06,NO
Spain,Female,YES,YES,108739.15,NO
Spain,Male,YES,NO,12266.06,NO
Spain,Male,YES,YES,163317.5,NO
France,Male,YES,YES,182247.77,NO
Spain,Female,YES,YES,168261.4,NO
Spain,Female,YES,NO,158590.66,YES
Germany,Male,YES,NO,102566.46,YES
France,Male,YES,NO,141827.83,NO
France,Male,NO,NO,161671.15,NO
Spain,Male,NO,NO,192013.23,NO
France,Male,NO,NO,127875.1,NO
France,Male,YES,NO,60811.56,NO
France,Female,NO,YES,131177.22,NO
Spain,Male,YES,YES,130862.11,NO
Spain,Male,NO,YES,72970.93,NO
France,Male,YES,NO,28123.99,NO
France,Male,YES,NO,140754.19,YES
France,Male,NO,NO,166650.32,NO
France,Male,YES,NO,45507.24,NO
Spain,Female,NO,NO,112202.64,NO
Germany,Male,YES,YES,37140.2,NO
France,Female,YES,YES,178256.58,YES
France,Male,YES,NO,100982.93,YES
France,Female,NO,YES,109626.13,YES
France,Female,YES,YES,99251.24,NO
France,Female,YES,NO,143345.69,NO
Spain,Female,YES,NO,59653.03,NO
France,Male,NO,YES,196864.61,NO
France,Male,NO,NO,109960.4,YES
Germany,Female,YES,YES,127256.7,NO
France,Female,YES,NO,1099.95,NO
Germany,Female,YES,YES,146192.4,NO
Germany,Male,YES,NO,48553.77,NO
France,Male,NO,NO,144407.1,NO
Germany,Male,YES,YES,195760.53,NO
France,Male,YES,YES,44827.47,NO
Germany,Female,YES,YES,88743.99,NO
France,Male,YES,YES,88837.11,NO
France,Female,YES,NO,62112.7,NO
France,Male,NO,NO,163563.07,NO
France,Female,YES,YES,174800.31,NO
Germany,Female,NO,YES,42429.88,YES
France,Male,YES,YES,82647.65,NO
Germany,Female,NO,NO,134175.15,NO
France,Female,YES,NO,92243.94,YES
Spain,Female,YES,YES,6175.53,NO
France,Male,NO,NO,29213.63,NO
Spain,Male,NO,YES,67214.02,NO
Germany,Male,YES,NO,169037.84,YES
France,Male,YES,YES,188809.23,NO
Spain,Male,NO,YES,79408.17,NO
Germany,Male,YES,YES,89222.66,NO
Germany,Male,YES,NO,86079.67,NO
Germany,Male,YES,YES,12944.17,YES
Germany,Male,YES,YES,166516.84,NO
France,Male,NO,NO,126419.8,NO
Spain,Male,NO,YES,89103.05,NO
Germany,Female,YES,NO,132973.17,NO
France,Female,YES,NO,93122.41,NO
Spain,Male,NO,NO,167522.19,NO
Germany,Male,NO,NO,157239.6,NO
Germany,Male,NO,YES,107429.71,NO
France,Female,YES,NO,75304.09,NO
France,Male,YES,NO,182944.47,NO
Germany,Female,YES,YES,5983.7,NO
Spain,Male,NO,NO,163655.01,NO
France,Male,YES,NO,89385.92,NO
France,Male,NO,YES,168773.54,NO
France,Male,NO,NO,96864.36,NO
Spain,Male,NO,NO,134455.84,NO
