Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Germany,Male,23,73314.04,YES,NO,63446.47,NO
France,Male,37,0.0,YES,YES,13624.02,NO
France,Male,37,212314.03,NO,YES,148814.54,NO
France,Female,31,136067.82,YES,NO,65567.91,NO
Spain,Female,42,109052.04,YES,NO,6409.55,NO
France,Female,35,79126.17,YES,YES,126997.53,NO
Spain,Female,55,0.0,NO,NO,171762.87,YES
France,Female,35,108308.0,YES,NO,129031.19,YES
Germany,Female,48,102290.56,YES,NO,182691.31,NO
France,Male,39,102025.08,YES,NO,12351.01,NO
Germany,Female,37,113383.07,YES,YES,135123.96,NO
Spain,Female,65,102541.1,YES,NO,181490.42,NO
Spain,Male,35,0.0,YES,NO,186490.37,NO
Spain,Male,40,0.0,NO,NO,41248.8,NO
France,Female,41,109941.51,YES,NO,116267.28,NO
Germany,Male,41,141749.68,NO,YES,9201.53,NO
France,Male,38,0.0,NO,YES,80630.32,NO
France,Male,44,0.0,YES,NO,159165.7,NO
France,Male,37,85146.48,YES,NO,86490.09,YES
France,Female,44,134066.1,YES,YES,197572.41,NO
France,Female,28,0.0,NO,NO,105159.89,NO
Spain,Male,27,0.0,YES,YES,40807.26,NO
France,Male,35,87619.29,YES,NO,143.34,NO
France,Male,51,0.0,YES,YES,125823.79,YES
Spain,Female,30,0.0,YES,NO,138465.7,NO
Spain,Male,27,0.0,YES,NO,44008.91,NO
Germany,Male,43,103409.16,YES,NO,66893.28,YES
Germany,Female,30,123040.38,YES,YES,76503.06,NO
France,Male,41,108128.52,NO,YES,56784.11,NO
Germany,Male,48,169023.33,YES,YES,175657.55,NO
France,Male,30,0.0,NO,YES,105155.66,NO
Spain,Female,41,0.0,NO,YES,47468.56,NO
France,Female,29,0.0,NO,YES,64729.51,NO
Spain,Male,42,222267.63,NO,NO,101108.85,YES
Germany,Female,47,144090.42,YES,NO,140938.95,YES
France,Male,30,114835.43,NO,YES,37662.49,NO
France,Male,44,0.0,NO,NO,86414.41,NO
France,Male,34,145030.92,YES,YES,41820.65,NO
France,Male,43,71240.3,NO,YES,127734.16,NO
France,Male,59,138772.15,NO,YES,123872.0,NO
Spain,Female,29,93617.07,NO,YES,113050.92,NO
Spain,Female,23,0.0,YES,YES,131389.39,NO
Spain,Female,45,0.0,YES,YES,26589.56,NO
Spain,Male,25,74237.2,NO,YES,195463.35,NO
Germany,Female,49,127421.78,YES,NO,108876.75,YES
Spain,Female,28,61274.7,YES,NO,136054.45,NO
France,Male,34,106486.66,NO,YES,182262.66,NO
France,Female,29,73194.52,YES,YES,129209.09,NO
Germany,Female,44,146498.76,YES,NO,64853.51,YES
France,Male,47,0.0,YES,NO,148989.15,NO
France,Female,32,0.0,YES,YES,71047.51,NO
Spain,Female,30,0.0,YES,NO,185341.63,NO
Spain,Male,30,120355.0,YES,NO,137793.35,NO
France,Male,32,117265.21,YES,YES,198317.23,NO
France,Female,43,0.0,NO,YES,162137.5,NO
Spain,Female,52,0.0,YES,NO,109688.82,YES
Germany,Female,37,109974.22,YES,YES,36320.87,YES
Germany,Female,44,98009.13,NO,YES,31384.86,NO
France,Male,34,0.0,YES,YES,114083.73,NO
France,Male,66,0.0,YES,YES,163331.65,NO
Spain,Female,34,171671.9,YES,YES,50777.77,NO
Spain,Male,63,0.0,YES,NO,30772.86,YES
France,Female,60,0.0,NO,NO,113796.15,YES
France,Male,61,128213.96,YES,YES,188729.08,YES
Germany,Male,51,116197.65,YES,YES,86701.4,NO
France,Male,39,0.0,YES,NO,153129.22,NO
Spain,Female,36,86607.39,NO,NO,19825.09,NO
France,Male,29,0.0,YES,NO,12186.83,NO
Germany,Male,62,98854.34,NO,NO,86920.97,YES
France,Male,31,0.0,YES,NO,35408.77,NO
France,Male,59,0.0,YES,YES,165576.55,NO
Germany,Male,31,97338.19,NO,NO,48226.76,NO
France,Male,30,0.0,YES,YES,199454.37,NO
Spain,Male,34,0.0,YES,NO,118749.58,NO
France,Female,33,131698.57,YES,NO,151623.91,NO
Germany,Male,37,130110.45,NO,YES,172097.95,NO
Spain,Male,44,0.0,YES,NO,87677.15,NO
Spain,Male,24,165149.13,YES,NO,21858.28,NO
Spain,Female,37,101707.8,YES,NO,123866.28,NO
France,Female,34,105588.66,NO,YES,74694.41,NO
Germany,Male,39,111336.89,YES,NO,16770.31,YES
France,Male,60,78391.17,NO,YES,49424.6,NO
Spain,Female,27,0.0,YES,YES,172031.22,NO
France,Male,34,0.0,YES,NO,183021.06,YES
Germany,Female,41,144326.09,YES,NO,73979.85,YES
Germany,Male,27,101278.25,YES,YES,26265.18,NO
Germany,Female,19,108711.57,YES,NO,24857.25,NO
Spain,Male,73,108555.07,NO,YES,167969.15,NO
Germany,Female,35,146781.24,YES,NO,189307.7,NO
France,Female,36,0.0,NO,YES,99770.3,NO
Spain,Male,35,0.0,NO,NO,119712.78,NO
France,Female,25,0.0,YES,YES,168607.74,NO
France,Male,34,0.0,YES,YES,83087.13,NO
Germany,Male,66,103291.25,YES,YES,130664.79,NO
Spain,Female,29,209490.21,YES,YES,133267.69,YES
Spain,Male,38,0.0,YES,NO,67029.82,YES
France,Male,33,0.0,NO,YES,141031.08,NO
France,Male,45,0.0,NO,NO,125110.02,NO
Spain,Male,23,0.0,YES,NO,117832.39,NO
France,Male,34,0.0,YES,NO,198817.72,NO
France,Male,37,149405.18,YES,YES,146411.6,NO
France,Female,52,191665.21,YES,YES,131312.56,YES
Spain,Female,40,0.0,YES,NO,141652.2,NO
France,Male,41,135071.12,YES,YES,64477.25,NO
France,Male,41,0.0,NO,YES,191215.61,NO
Spain,Male,39,0.0,YES,YES,37090.44,NO
Germany,Male,38,181804.34,YES,YES,57517.71,NO
France,Female,60,47020.65,NO,YES,63241.21,YES
France,Female,36,128518.98,YES,YES,44567.83,YES
Germany,Female,38,142658.04,NO,YES,135337.11,NO
France,Female,21,120150.39,YES,YES,33964.03,NO
France,Female,35,81905.95,YES,YES,61623.19,NO
France,Male,26,137998.2,NO,YES,168989.77,NO
Germany,Female,26,123126.29,YES,NO,74425.41,NO
France,Female,51,0.0,YES,YES,178929.84,NO
Germany,Male,43,135645.29,NO,YES,101382.86,YES
Spain,Male,31,122449.31,YES,YES,180769.55,NO
Spain,Male,40,161766.87,NO,NO,92378.54,NO
France,Female,37,0.0,YES,YES,38252.25,NO
Germany,Male,36,123187.51,NO,YES,146111.35,NO
Germany,Male,36,150956.71,NO,NO,72350.17,NO
Spain,Female,42,105021.28,YES,NO,48242.38,NO
France,Male,64,0.0,YES,YES,148305.82,NO
Spain,Female,50,133204.91,NO,YES,8270.06,NO
Spain,Female,35,0.0,YES,YES,41549.64,NO
Germany,Female,49,115488.52,YES,YES,138656.81,YES
France,Male,29,0.0,NO,NO,12510.53,NO
Spain,Male,41,0.0,YES,NO,43889.41,NO
Spain,Female,38,0.0,YES,NO,192800.25,NO
France,Female,40,0.0,NO,NO,75762.0,NO
Germany,Female,39,130565.02,YES,NO,9854.72,YES
France,Female,41,91328.71,YES,NO,115724.78,NO
France,Male,35,0.0,YES,YES,106303.4,NO
France,Male,50,81310.34,YES,YES,183868.01,NO
France,Male,34,107136.6,YES,NO,153895.46,NO
Spain,Male,34,0.0,YES,YES,66695.71,NO
France,Male,43,0.0,YES,YES,173851.11,NO
France,Male,46,0.0,YES,YES,177423.02,YES
France,Male,33,108477.49,YES,YES,109096.71,YES
Germany,Male,40,144757.97,YES,YES,166656.18,NO
Spain,Male,33,0.0,YES,YES,176921.0,NO
Spain,Male,36,113110.26,YES,NO,98413.1,NO
France,Female,27,106414.57,NO,NO,77500.81,NO
Spain,Male,42,106920.91,NO,YES,119747.08,NO
Spain,Male,35,0.0,YES,NO,160387.98,NO
Germany,Female,39,131513.26,YES,YES,193715.0,NO
France,Female,53,0.0,YES,NO,28045.77,NO
France,Male,40,134320.23,YES,NO,150757.35,NO
France,Female,29,79715.36,YES,NO,82252.28,NO
France,Female,38,74306.19,YES,NO,154395.56,NO
Spain,Female,50,0.0,YES,YES,83866.35,YES
Germany,Male,42,126428.38,YES,NO,39830.1,NO
Spain,Male,38,99640.89,YES,NO,12429.22,NO
France,Male,43,66338.68,YES,YES,18772.5,YES
Spain,Female,39,0.0,YES,YES,9574.83,NO
Spain,Male,43,128226.37,NO,NO,188486.94,NO
France,Female,26,0.0,YES,YES,64716.08,NO
France,Male,36,0.0,NO,NO,84749.96,NO
Spain,Male,37,0.0,NO,YES,180551.76,NO
France,Female,32,0.0,YES,NO,60907.49,NO
France,Male,24,122168.65,YES,NO,174107.04,NO
France,Female,43,178074.33,NO,NO,110405.9,NO
Germany,Male,59,135078.41,YES,NO,187636.06,YES
Spain,Male,38,69434.4,YES,YES,66580.13,YES
France,Female,29,0.0,YES,NO,178779.52,NO
France,Male,72,0.0,YES,YES,70783.61,NO
Germany,Male,34,122726.56,YES,YES,46772.36,NO
France,Female,38,164496.99,YES,YES,163327.27,NO
Spain,Female,38,0.0,YES,NO,103760.53,NO
France,Female,41,150219.41,NO,NO,107839.03,NO
France,Male,42,187534.79,YES,YES,32900.41,YES
France,Female,30,0.0,YES,NO,193984.6,NO
France,Male,30,0.0,YES,YES,140889.32,NO
France,Male,34,103108.17,NO,NO,125646.82,NO
Germany,Female,50,96486.57,YES,YES,20344.02,NO
Germany,Male,36,90560.48,YES,NO,174268.87,NO
Spain,Male,46,131764.96,YES,YES,108500.66,YES
Spain,Female,24,92476.88,NO,NO,83247.14,NO
Germany,Male,47,152076.93,YES,NO,121840.2,YES
France,Male,43,0.0,YES,YES,132908.07,NO
France,Male,49,0.0,YES,YES,100075.1,YES
France,Male,29,43504.42,YES,YES,119327.75,NO
Spain,Female,39,0.0,YES,NO,136737.13,NO
Spain,Female,28,0.0,YES,YES,22356.97,NO
Germany,Female,38,93569.86,NO,NO,10137.34,YES
Spain,Male,45,102486.21,YES,YES,158379.25,NO
France,Male,36,0.0,NO,YES,94570.56,NO
Germany,Male,37,114346.3,NO,YES,980.93,YES
France,Male,23,110203.77,YES,NO,95583.45,NO
France,Female,39,128362.59,YES,NO,86044.98,NO
Germany,Female,49,143888.22,YES,YES,166236.38,YES
Spain,Male,34,170600.78,NO,YES,5240.53,NO
France,Female,32,0.0,YES,YES,150684.23,NO
Spain,Female,46,0.0,YES,YES,129508.96,NO
France,Female,39,75339.64,YES,YES,70665.16,NO
France,Female,40,122038.34,YES,NO,102085.35,NO
France,Male,34,0.0,YES,YES,195052.12,NO
France,Male,51,186825.57,YES,NO,93739.71,YES
France,Male,40,124788.18,YES,NO,65612.12,NO
France,Female,41,0.0,YES,YES,160095.48,NO
France,Female,71,0.0,YES,YES,49506.82,NO
France,Male,51,138553.57,YES,YES,92406.22,NO
Spain,Male,39,0.0,YES,YES,7415.96,NO
France,Male,35,105387.89,YES,YES,25059.06,NO
Spain,Male,40,95053.1,YES,YES,116816.54,YES
France,Male,36,0.0,NO,YES,144078.02,NO
Spain,Female,32,0.0,NO,YES,126675.62,NO
France,Male,34,137361.96,NO,NO,183682.09,NO
Spain,Male,32,158537.42,YES,NO,166850.57,NO
Spain,Female,29,0.0,YES,NO,27359.19,NO
Germany,Female,48,143595.87,NO,NO,101314.65,YES
Germany,Male,32,169947.41,YES,YES,27979.16,NO
France,Female,24,148167.83,YES,YES,109470.34,NO
France,Male,31,0.0,YES,NO,93713.13,NO
France,Female,39,48023.83,YES,NO,74870.99,NO
France,Male,36,155655.46,YES,YES,192387.51,YES
France,Female,46,0.0,YES,NO,73457.55,NO
France,Male,62,0.0,YES,YES,61120.75,NO
France,Female,52,0.0,YES,NO,90964.54,YES
France,Male,32,121240.76,YES,NO,116969.73,NO
France,Female,36,0.0,YES,NO,92118.75,NO
France,Female,37,0.0,YES,YES,48357.9,NO
Germany,Male,35,129847.75,YES,NO,197325.4,NO
Germany,Female,55,118772.71,NO,NO,135853.62,YES
France,Male,46,0.0,YES,YES,169122.54,NO
Germany,Male,32,105163.88,YES,YES,164170.46,NO
France,Male,28,0.0,YES,YES,199909.32,NO
France,Female,39,0.0,YES,YES,83295.09,NO
France,Female,29,0.0,NO,NO,39382.06,NO
France,Female,35,93934.63,YES,NO,184748.23,NO
France,Female,69,117866.92,YES,YES,62280.91,NO
France,Female,55,0.0,NO,YES,196794.11,YES
Spain,Female,26,122857.46,YES,NO,144682.17,YES
France,Male,32,0.0,NO,YES,196342.66,NO
France,Female,37,127103.97,YES,YES,41516.44,NO
France,Female,43,0.0,NO,YES,112026.1,YES
France,Male,54,96402.96,NO,NO,52035.29,YES
France,Male,31,132512.26,YES,YES,185466.85,NO
Spain,Male,47,107604.66,YES,YES,80149.27,NO
France,Male,34,0.0,YES,NO,170980.86,NO
France,Male,38,0.0,YES,NO,185827.74,NO
Germany,Male,34,120875.23,NO,YES,113407.26,NO
France,Female,37,71786.9,YES,YES,67734.79,NO
France,Female,37,113143.12,NO,NO,3363.36,NO
Spain,Male,49,150777.72,YES,YES,135757.27,NO
Spain,Male,35,174894.53,YES,YES,22314.55,NO
France,Male,28,0.0,NO,NO,129526.57,NO
France,Female,43,160416.56,NO,YES,37266.43,NO
France,Male,48,91246.53,YES,NO,60017.46,YES
Spain,Male,46,0.0,YES,NO,153015.42,NO
France,Female,35,0.0,YES,YES,54209.02,NO
Germany,Female,23,98775.23,YES,NO,114603.96,NO
Germany,Female,47,139756.12,YES,NO,165849.49,YES
Spain,Male,42,177626.77,NO,YES,16392.72,YES
France,Male,54,0.0,YES,YES,162719.69,YES
Spain,Male,50,0.0,NO,NO,107112.25,YES
Spain,Male,42,0.0,NO,YES,41823.22,NO
Germany,Male,37,152496.82,YES,YES,99907.29,NO
France,Male,52,0.0,NO,YES,178229.04,NO
Germany,Male,26,112930.28,YES,NO,22095.73,NO
Germany,Female,26,113674.2,YES,NO,197861.16,YES
France,Male,44,0.0,YES,NO,138328.24,NO
France,Male,38,144450.58,NO,YES,137276.83,NO
France,Male,52,171236.3,NO,NO,21834.4,YES
Spain,Male,37,96776.49,YES,YES,119890.86,NO
Germany,Female,58,145984.92,YES,YES,24564.7,NO
Germany,Male,43,96353.8,NO,NO,10209.8,NO
France,Male,25,0.0,YES,YES,83449.65,NO
Germany,Female,33,115777.23,YES,YES,81508.1,NO
France,Female,51,122822.0,NO,NO,32626.21,NO
Spain,Male,61,0.0,YES,YES,43982.41,NO
France,Male,40,0.0,NO,NO,124874.23,NO
Spain,Female,32,79450.09,YES,YES,118324.75,NO
Germany,Male,33,122394.0,YES,YES,22113.93,NO
Spain,Female,43,0.0,YES,NO,31962.77,NO
Germany,Male,41,134378.89,YES,YES,105746.94,NO
France,Male,29,0.0,YES,NO,39925.52,NO
Spain,Female,31,88161.85,YES,NO,127630.88,NO
Spain,Male,41,142412.13,YES,NO,28778.98,NO
France,Male,35,121030.9,YES,NO,10008.68,NO
Germany,Female,35,165982.43,YES,YES,24482.16,NO
Spain,Female,35,0.0,YES,NO,98618.79,NO
France,Female,32,206663.75,NO,NO,16281.94,NO
Germany,Male,37,94661.53,YES,NO,121239.65,NO
France,Male,25,174400.36,YES,NO,42669.37,NO
Spain,Male,41,123428.69,YES,YES,164924.11,NO
Spain,Male,43,175735.5,YES,YES,157337.29,NO
Spain,Male,36,78381.13,NO,YES,153831.6,NO
France,Male,37,115345.86,NO,NO,168781.8,NO
Germany,Female,31,118613.34,YES,NO,168469.65,NO
Germany,Male,28,109960.06,YES,YES,170829.87,NO
Germany,Female,42,142703.4,YES,NO,86207.49,YES
Germany,Female,40,121729.42,NO,NO,61164.45,NO
France,Female,35,0.0,YES,YES,133287.73,NO
France,Female,43,139496.35,YES,YES,77128.23,NO
Spain,Male,28,0.0,NO,NO,77660.03,NO
Spain,Male,32,138521.83,YES,YES,56897.1,NO
France,Female,33,0.0,YES,NO,72945.32,NO
Germany,Female,38,83727.68,YES,NO,45418.12,NO
Spain,Female,38,0.0,YES,YES,158527.45,NO
France,Male,37,0.0,YES,NO,111312.96,NO
Spain,Male,32,124179.3,YES,YES,138759.15,NO
France,Male,36,128829.25,YES,NO,190588.59,NO
France,Male,33,171490.78,NO,NO,79099.64,NO
Spain,Male,33,0.0,YES,NO,138613.21,NO
Spain,Female,38,0.0,YES,YES,194230.82,NO
Spain,Male,20,0.0,YES,NO,110252.53,NO
France,Male,31,0.0,YES,YES,106117.3,NO
France,Male,40,160818.08,NO,YES,169642.13,YES
Germany,Male,54,156367.6,NO,YES,116179.92,NO
Germany,Female,59,121669.93,NO,NO,91.75,YES
France,Male,42,133970.22,NO,YES,187839.9,NO
France,Male,41,0.0,YES,NO,121098.65,NO
France,Female,34,96127.27,NO,NO,30972.06,NO
Spain,Male,60,121907.97,NO,YES,30314.04,NO
Spain,Male,41,0.0,NO,YES,14479.29,NO
Spain,Male,31,0.0,YES,YES,196395.25,NO
Germany,Female,40,77701.64,NO,YES,19512.38,NO
France,Male,67,0.0,YES,YES,72318.77,NO
France,Male,34,0.0,YES,YES,96615.23,NO
Spain,Male,34,113922.44,YES,NO,30772.22,NO
Germany,Female,61,183997.7,YES,YES,161217.18,NO
France,Male,23,0.0,NO,YES,66795.78,NO
France,Male,28,0.0,YES,YES,123969.64,NO
France,Female,47,89799.46,NO,YES,13783.77,YES
Spain,Male,29,0.0,YES,YES,168924.41,NO
Spain,Female,36,85660.96,NO,NO,134778.01,NO
Germany,Male,37,115569.21,NO,YES,119782.89,NO
France,Female,45,81828.22,YES,NO,52167.97,NO
Germany,Male,18,132694.73,YES,NO,167689.56,NO
Spain,Male,51,108867.0,NO,NO,140800.66,YES
France,Male,39,0.0,YES,NO,19823.02,NO
France,Female,27,0.0,NO,NO,72969.9,NO
Germany,Male,34,96152.68,YES,NO,143711.02,NO
Germany,Female,49,153855.52,YES,YES,180862.26,YES
France,Male,45,0.0,YES,NO,125658.28,NO
France,Female,36,141334.95,NO,YES,125870.5,NO
Germany,Male,41,104584.11,YES,NO,15126.32,YES
Germany,Female,50,98173.02,NO,NO,22457.25,YES
Spain,Female,44,0.0,YES,YES,82614.89,NO
Germany,Female,38,135157.05,YES,YES,32919.42,NO
Germany,Female,49,171601.27,YES,NO,126223.84,NO
France,Male,29,179539.2,NO,NO,112010.02,NO
Germany,Male,39,80615.46,NO,NO,180962.32,NO
Spain,Male,47,0.0,NO,NO,128882.66,YES
Germany,Male,27,126285.73,YES,NO,177614.17,YES
Germany,Female,23,137964.51,NO,YES,174570.55,NO
Germany,Male,41,159434.03,YES,NO,178373.93,NO
Germany,Male,40,113574.61,YES,NO,103396.08,NO
France,Female,33,0.0,YES,YES,59129.72,NO
Germany,Male,33,124573.33,NO,NO,683.37,NO
Germany,Female,31,105864.6,YES,NO,145567.34,NO
Germany,Female,47,104552.61,YES,NO,48137.08,YES
France,Female,35,0.0,YES,NO,90876.95,NO
France,Female,30,0.0,NO,YES,198543.09,NO
France,Male,55,0.0,YES,YES,106202.07,YES
Germany,Female,46,119492.88,NO,YES,166896.01,YES
France,Female,33,130499.09,YES,YES,74804.36,NO
Spain,Female,48,140576.11,YES,YES,116971.05,NO
Germany,Female,34,91025.58,NO,YES,163783.0,NO
France,Female,33,0.0,NO,YES,70221.13,YES
France,Female,38,125877.65,YES,YES,107841.77,NO
Spain,Male,64,45752.78,YES,NO,79623.28,YES
France,Male,39,121778.71,YES,YES,138399.67,NO
Germany,Female,49,127948.57,YES,YES,182765.14,NO
France,Female,30,0.0,YES,YES,186648.19,NO
Germany,Male,30,115286.68,YES,YES,149587.92,NO
Germany,Male,41,62078.21,YES,NO,129050.67,NO
France,Female,38,0.0,YES,NO,47764.99,NO
Spain,Female,32,175406.13,YES,YES,172792.43,YES
Spain,Male,26,131643.25,YES,NO,64436.16,NO
Germany,Male,44,151739.65,YES,NO,167461.5,NO
France,Male,43,93616.35,NO,NO,98348.66,NO
Germany,Female,60,138597.54,YES,YES,41536.59,YES
France,Female,41,0.0,YES,YES,72462.25,NO
France,Male,40,0.0,YES,NO,112465.19,YES
France,Female,27,85225.21,NO,YES,64511.44,NO
France,Female,36,148749.29,YES,NO,91830.75,NO
Germany,Male,52,130013.12,YES,YES,190806.36,YES
Spain,Female,27,0.0,NO,YES,112311.15,NO
France,Female,81,0.0,YES,YES,72276.24,NO
France,Male,54,111729.47,NO,YES,84920.49,NO
France,Female,36,180169.44,YES,NO,17348.56,NO
Spain,Male,40,0.0,YES,YES,82870.75,NO
Spain,Female,47,0.0,YES,NO,32080.69,YES
France,Female,42,0.0,NO,YES,120512.08,NO
Spain,Female,29,0.0,YES,NO,179032.68,NO
France,Male,35,0.0,YES,YES,95623.28,NO
Germany,Female,36,103914.17,YES,YES,110035.88,YES
France,Female,34,88772.87,YES,YES,168822.01,NO
France,Female,39,0.0,YES,NO,77705.75,NO
France,Female,40,131184.67,YES,YES,49815.62,NO
France,Male,38,117810.79,NO,YES,65632.33,YES
France,Male,31,0.0,YES,NO,169361.89,NO
Germany,Female,32,92466.21,YES,NO,4721.3,NO
Germany,Female,38,102741.15,NO,YES,23974.85,NO
France,Male,37,178755.84,YES,NO,199929.17,NO
France,Male,43,0.0,YES,NO,40023.7,NO
Germany,Female,32,146602.25,YES,YES,72946.95,NO
France,Male,29,0.0,YES,YES,170421.13,NO
France,Male,35,0.0,YES,YES,58879.11,NO
Spain,Male,38,115702.67,YES,YES,25059.05,NO
Germany,Female,61,137655.31,NO,YES,29909.84,NO
France,Female,29,0.0,YES,NO,158043.11,NO
Spain,Female,34,59877.33,YES,NO,14032.62,YES
France,Male,31,100082.14,NO,YES,49809.88,NO
Germany,Male,52,107304.39,YES,NO,28806.32,YES
Spain,Male,38,0.0,NO,YES,90490.33,NO
Spain,Male,41,96032.22,YES,YES,75825.57,NO
Spain,Male,33,0.0,NO,NO,158336.36,NO
Germany,Male,29,144553.5,YES,NO,143454.95,NO
Germany,Male,40,86172.81,YES,YES,117279.49,NO
France,Male,73,0.0,YES,YES,114283.33,NO
Germany,Female,29,87212.8,YES,YES,994.86,NO
France,Male,36,0.0,YES,NO,124795.84,NO
Germany,Female,36,130700.92,NO,NO,77592.8,NO
France,Male,62,0.0,YES,NO,105986.01,NO
France,Female,32,0.0,NO,NO,33606.52,NO
Spain,Male,23,0.0,YES,YES,134188.11,NO
Spain,Female,40,171325.98,YES,YES,159718.27,YES
Spain,Male,58,92930.92,NO,YES,85148.78,NO
France,Female,40,0.0,YES,NO,119059.13,NO
France,Female,29,77556.79,YES,YES,122998.26,NO
France,Male,33,102874.28,NO,NO,117841.06,NO
France,Male,37,146093.39,NO,NO,160593.41,NO
Spain,Male,34,0.0,NO,NO,174189.04,YES
Spain,Male,51,79811.72,NO,YES,68260.27,YES
Spain,Male,39,105473.74,NO,NO,58854.88,YES
Germany,Female,43,121927.92,YES,NO,87994.95,YES
Spain,Female,40,61671.19,NO,YES,150659.35,YES
Germany,Female,39,149363.12,YES,YES,109098.39,NO
France,Female,27,152309.37,YES,NO,104112.0,NO
France,Female,33,0.0,YES,NO,122949.71,NO
Spain,Male,36,111629.29,YES,YES,21807.16,NO
France,Male,40,0.0,YES,YES,32319.93,NO
Spain,Female,49,96296.78,YES,NO,190457.87,YES
France,Male,20,95830.43,YES,NO,177738.98,NO
France,Female,38,135919.33,YES,NO,80425.65,NO
France,Male,59,185966.64,NO,NO,9445.42,YES
France,Female,29,0.0,YES,YES,174825.57,NO
France,Female,21,0.0,NO,NO,175743.92,NO
Germany,Female,43,92244.83,YES,NO,54949.73,NO
France,Female,35,112727.06,YES,NO,183752.91,NO
France,Female,34,100359.54,NO,NO,46038.28,NO
Germany,Male,43,105301.5,YES,YES,78941.59,NO
Spain,Male,45,112994.65,NO,NO,198398.68,NO
Germany,Male,40,89025.88,YES,NO,188892.19,NO
France,Male,35,95478.17,NO,NO,169286.74,NO
France,Male,37,0.0,NO,NO,145004.39,NO
Germany,Female,43,119127.46,YES,NO,55809.92,NO
France,Male,28,128206.79,YES,YES,54272.12,NO
France,Male,49,0.0,YES,NO,192440.54,NO
Germany,Female,23,71433.08,YES,NO,103697.57,NO
Germany,Male,36,118214.32,YES,NO,119110.03,YES
France,Female,27,102258.11,YES,NO,194681.6,NO
Spain,Female,39,151963.26,YES,NO,158948.63,NO
Spain,Female,46,163764.84,YES,YES,165122.55,YES
France,Female,32,128551.36,NO,YES,189402.71,NO
Spain,Female,31,118158.74,YES,YES,158027.57,NO
France,Male,32,118520.41,NO,NO,3815.48,NO
France,Male,24,0.0,YES,YES,162809.2,NO
France,Male,40,163823.37,NO,NO,89519.47,NO
Germany,Male,63,104469.58,YES,YES,25165.36,YES
France,Female,47,0.0,YES,YES,126012.57,NO
Spain,Male,36,0.0,YES,NO,20109.21,NO
Germany,Female,46,141726.88,YES,YES,58257.23,NO
Germany,Female,35,137852.96,YES,YES,172269.21,YES
France,Male,26,0.0,YES,NO,29818.2,NO
France,Female,43,154100.3,NO,NO,114659.81,NO
France,Female,45,0.0,NO,NO,147184.74,NO
France,Male,30,0.0,NO,YES,15039.41,NO
France,Female,54,0.0,NO,YES,76621.49,NO
France,Male,39,140004.96,YES,YES,92985.78,NO
Spain,Male,43,127132.96,NO,YES,6009.27,YES
France,Male,61,0.0,YES,YES,191370.97,NO
France,Female,38,125328.56,YES,NO,188225.67,NO
France,Male,35,0.0,YES,NO,11743.89,NO
Germany,Female,28,139986.65,YES,NO,136846.75,NO
Germany,Female,39,119787.76,YES,YES,164248.33,NO
Spain,Female,34,107556.06,NO,NO,154631.35,NO
France,Female,44,0.0,YES,NO,149665.65,NO
France,Male,47,0.0,NO,NO,91574.92,NO
France,Female,28,142705.95,YES,NO,127233.39,NO
France,Male,42,0.0,YES,YES,56650.47,NO
Spain,Female,56,0.0,YES,NO,84644.76,NO
France,Male,35,161613.94,YES,YES,148238.16,NO
Germany,Female,58,116353.2,NO,YES,193502.9,NO
France,Male,38,60013.81,YES,YES,38020.05,NO
Spain,Male,28,0.0,YES,YES,176750.81,NO
Germany,Male,32,144272.07,YES,NO,176580.63,NO
France,Female,46,0.0,YES,NO,133059.15,NO
France,Male,30,117696.67,YES,NO,100843.82,NO
Spain,Male,58,79954.61,YES,YES,30484.19,NO
France,Female,26,149989.39,YES,NO,42330.58,NO
France,Male,40,124339.9,NO,NO,193309.58,NO
Germany,Male,29,135759.4,NO,NO,112813.79,YES
Spain,Female,37,0.0,YES,NO,68008.85,NO
France,Male,34,83074.0,YES,NO,132673.22,NO
France,Female,28,141792.61,YES,YES,22001.91,NO
France,Female,26,0.0,YES,NO,100200.4,YES
France,Female,30,0.0,NO,NO,122604.44,NO
Germany,Female,43,106870.12,YES,NO,100564.37,NO
France,Male,31,120962.59,YES,NO,5419.31,NO
Spain,Male,51,0.0,NO,NO,123587.83,YES
France,Female,30,0.0,YES,NO,13935.32,NO
France,Male,31,110527.17,YES,YES,87060.77,NO
Germany,Female,52,133723.43,NO,NO,4859.59,YES
France,Female,52,112670.48,YES,NO,21085.17,YES
France,Female,44,0.0,YES,YES,26733.86,NO
France,Male,24,116084.32,YES,NO,89734.7,NO
Spain,Male,36,0.0,YES,YES,179540.73,YES
Spain,Female,38,0.0,YES,NO,173219.09,NO
France,Female,37,0.0,YES,YES,37411.35,NO
France,Female,40,82441.75,NO,NO,80852.11,NO
France,Female,39,0.0,YES,YES,43174.49,YES
Germany,Female,37,134171.8,YES,YES,70927.11,YES
France,Male,30,0.0,YES,YES,54265.55,NO
France,Male,31,0.0,YES,YES,41872.17,NO
Germany,Female,48,124442.38,YES,NO,15068.53,YES
France,Male,31,0.0,YES,NO,25950.49,NO
France,Male,60,0.0,YES,NO,197727.14,YES
Germany,Female,37,108862.76,YES,NO,79555.08,YES
France,Male,28,141099.43,YES,YES,15607.27,NO
France,Female,67,128843.67,YES,YES,134612.48,NO
France,Male,39,86843.61,NO,YES,159830.58,NO
